Sample ID,Visit ID,Site ID,WRIA Number,WRIA,Basin,Subbasin,Stream or River,Agency,Project,Site Code,Visit Date,Date Released,Latitude,Longitude,Lab Name,Sample Code,QC Replicate Of Sample Code,Collection Count,Positions In Stream,Surface Area,Surface Area Units,Taxa Effort,Deficiency Notes,QA/QC Result,Sampling Grid Squares Counted,Total Sampling Grid Squares,Taxon Serial Number,Taxon,Original Taxon Serial Number,Original Taxon,Quantity,Quantity Subsampling,Life Stage,Unique,Damaged,Immature,Outside Protocol,Wrong Gender
19080,13596,193,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Gold Creek (Sammamish),King County - DNRP,Ambient Monitoring,08SAM2865,8/26/2024,5/13/2025,47.742702,-122.141764,"Rhithron Associates, Inc.",08SAM2865_24,,8,Center of Riffle,8,ft2,Fine,,,11,30,68552,Cognettia,68552,Cognettia,5,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19035,13548,188,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Peters Creek,King County - DNRP,Ambient Monitoring,08SAM0000,8/7/2024,4/29/2025,47.682628,-122.143714,"Rhithron Associates, Inc.",08SAM0000_24,,8,Center of Riffle,8,ft2,Fine,,,7,30,68560,Achaeta,68560,Achaeta,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
18985,13499,189,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Sammamish River tributary (0068),King County - DNRP,Ambient Monitoring,08SAM1914,7/29/2024,4/29/2025,47.745483,-122.211857,"Rhithron Associates, Inc.",08SAM1914_24,,8,Center of Riffle,8,ft2,Fine,,,4,30,68876,Pristina,68876,Pristina,2,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19343,13848,192,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Sammamish River tributary (0090),King County - DNRP,Ambient Monitoring,08SAM2862,8/28/2024,5/13/2025,47.733381,-122.13722,"Rhithron Associates, Inc.",08SAM2862_24_R,,8,Center of Riffle,8,ft2,Fine,,PASS,13,30,68552,Cognettia,68552,Cognettia,5,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19345,13850,197,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Sammamish River tributary (0095D),King County - DNRP,Ambient Monitoring,08SAM3047,8/28/2024,4/29/2025,47.720449,-122.124316,"Rhithron Associates, Inc.",08SAM3047_24_R,,8,Center of Riffle,8,ft2,Fine,,,11,30,68552,Cognettia,68552,Cognettia,2,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19344,13849,196,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Sammamish River tributary (0095F),King County - DNRP,Ambient Monitoring,08SAM3045,8/28/2024,4/14/2025,47.712241,-122.12057,"Rhithron Associates, Inc.",08SAM3045_24_R,,8,Center of Riffle,8,ft2,Fine,,,30,30,68552,Cognettia,68552,Cognettia,2,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19146,13662,190,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Sammamish River tributary (0096D),King County - DNRP,Ambient Monitoring,08SAM2674,9/16/2024,4/29/2025,47.72908,-122.15256,"Rhithron Associates, Inc.",08SAM2674_24,,8,Center of Riffle,8,ft2,Fine,,,9,30,68510,Enchytraeidae,68510,Enchytraeidae,1,,not specified,FALSE,FALSE,FALSE,FALSE,FALSE
18929,13444,191,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Sammamish River Subbasin,Sammamish River tributary (0101),King County - DNRP,Ambient Monitoring,08SAM2855,7/18/2024,5/13/2025,47.696997,-122.131529,"Rhithron Associates, Inc.",08SAM2855_24,,8,Center of Riffle,8,ft2,Fine,,,26,30,68510,Enchytraeidae,68510,Enchytraeidae,1,,not specified,FALSE,FALSE,FALSE,FALSE,FALSE
19143,13659,181,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Swamp Creek Subbasin,Swamp Creek,King County - DNRP,Ambient Monitoring,08NOR1362,9/16/2024,4/29/2025,47.779822,-122.250431,"Rhithron Associates, Inc.",08NOR1362_24,,8,Center of Riffle,8,ft2,Fine,,,3,30,68946,Nais,68946,Nais,2,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19081,13597,182,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Swamp Creek Subbasin,Swamp Creek,King County - DNRP,Ambient Monitoring,08NOR1370,8/26/2024,5/13/2025,47.770053,-122.244606,"Rhithron Associates, Inc.",08NOR1370_24,,8,Center of Riffle,8,ft2,Fine,,PASS,9,30,68946,Nais,68946,Nais,11,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
13558,8641,164,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Tibbetts Creek Subbasin,Tibbetts Creek,King County - DNRP,Ambient Monitoring,08LAK3616,8/17/2016,11/21/2016,47.553342,-122.068203,"Rhithron Associates, Inc.",08LAK3616_16,,8,Center of Riffle,8,ft2,Fine,,,3,30,69398,Helobdella stagnalis,69398,Helobdella stagnalis,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19339,13844,167,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Tibbetts Creek Subbasin,Tibbetts Creek - Lower,King County - DNRP,Ambient Monitoring,08LAK3699,8/28/2024,4/29/2025,47.541782,-122.064195,"Rhithron Associates, Inc.",08LAK3699_24_R,,8,Center of Riffle,8,ft2,Fine,,,5,30,68946,Nais,68946,Nais,4,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
18977,13491,162,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,W Lake Sammamish Subbasin,Idylwood Creek,King County - DNRP,Ambient Monitoring,08LAK3121,7/30/2024,4/29/2025,47.641052,-122.106516,"Rhithron Associates, Inc.",08LAK3121_24,,8,Center of Riffle,8,ft2,Fine,,,30,30,68510,Enchytraeidae,68510,Enchytraeidae,2,,not specified,FALSE,FALSE,FALSE,FALSE,FALSE
19188,13693,161,8,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,W Lake Sammamish Subbasin,Vasa Creek,King County - DNRP,Ambient Monitoring,08LAK2827,10/2/2024,6/13/2025,47.578488,-122.113038,"Rhithron Associates, Inc.",08LAK2827_24,,8,Center of Riffle,8,ft2,Fine,,,,,68552,Cognettia,68552,Cognettia,2,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19038,13551,210,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Black River Subbasin,Garrison Creek - S Fork,King County - DNRP,Ambient Monitoring,09BLA0722,8/7/2024,2/5/2025,47.407005,-122.216196,"Rhithron Associates, Inc.",09BLA0722_24,,8,Center of Riffle,8,ft2,Fine,,,30,30,68541,Henlea,68541,Henlea,2,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19048,13561,208,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Black River Subbasin,Mill Creek (Kent),King County - DNRP,Ambient Monitoring,09BLA0675,8/13/2024,2/5/2025,47.381499,-122.221081,"Rhithron Associates, Inc.",09BLA0675_24,,8,Center of Riffle,8,ft2,Fine,,,4,30,68552,Cognettia,68552,Cognettia,3,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19037,13550,209,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Black River Subbasin,Mill Creek (Kent),King County - DNRP,Ambient Monitoring,09BLA0716,8/7/2024,2/5/2025,47.382722,-122.223995,"Rhithron Associates, Inc.",09BLA0716_24,,8,Center of Riffle,8,ft2,Fine,,,18,30,68552,Cognettia,68552,Cognettia,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19059,13574,211,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Black River Subbasin,Mill Creek (Kent),King County - DNRP,Ambient Monitoring,09BLA0756,8/19/2024,2/5/2025,47.369338,-122.208823,"Rhithron Associates, Inc.",09BLA0756_24,,8,Center of Riffle,8,ft2,Fine,,PASS,3,30,68552,Cognettia,68552,Cognettia,8,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19039,13552,213,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Black River Subbasin,Panther Creek (Black River),King County - DNRP,Ambient Monitoring,09BLA0771,8/7/2024,4/14/2025,47.442177,-122.207574,"Rhithron Associates, Inc.",09BLA0771_24,,8,Center of Riffle,8,ft2,Fine,,PASS,3,30,68552,Cognettia,68552,Cognettia,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19044,13557,214,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Black River Subbasin,Panther Creek (Black River),King County - DNRP,Ambient Monitoring,09BLA0772,8/7/2024,2/5/2025,47.445022,-122.211052,"Rhithron Associates, Inc.",09BLA0772_24,,8,Center of Riffle,8,ft2,Fine,,,2,30,68440,Lumbriculidae,68440,Lumbriculidae,16,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19152,13668,212,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Black River Subbasin,Springbrook Creek (Black River),King County - DNRP,Ambient Monitoring,09BLA0768,9/24/2024,5/13/2025,47.428348,-122.214069,"Rhithron Associates, Inc.",09BLA0768_24,,8,Center of Riffle,8,ft2,Fine,,,25,30,68510,Enchytraeidae,68510,Enchytraeidae,1,,not specified,FALSE,FALSE,FALSE,FALSE,FALSE
19043,13556,216,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Black River Subbasin,Springbrook Creek tributary (0006B),King County - DNRP,Ambient Monitoring,09BLA0817,8/8/2024,5/13/2025,47.46604,-122.207183,"Rhithron Associates, Inc.",09BLA0817_24,,8,Center of Riffle,8,ft2,Fine,,PASS,3,30,68440,Lumbriculidae,68440,Lumbriculidae,3,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19101,13619,225,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Coal Creek (Green) Subbasin,Coal Creek (Green River),King County - DNRP,Ambient Monitoring,09DEE2208,9/3/2024,4/14/2025,47.266907,-121.916937,"Rhithron Associates, Inc.",09DEE2208_24,,8,Center of Riffle,8,ft2,Fine,,,3,30,68510,Enchytraeidae,68510,Enchytraeidae,3,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19133,13649,228,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Coal Creek (Green) Subbasin,Coal Creek (Green River),King County - DNRP,Ambient Monitoring,09DEE2294,9/12/2024,4/14/2025,47.275939,-121.894775,"Rhithron Associates, Inc.",09DEE2294_24,,8,Center of Riffle,8,ft2,Fine,,,2,30,68510,Enchytraeidae,68510,Enchytraeidae,1,,not specified,FALSE,FALSE,FALSE,FALSE,FALSE
19065,13581,217,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Covington Creek Subbasin,Covington Creek,King County - DNRP,Ambient Monitoring,09COV1165,8/20/2024,2/5/2025,47.31919,-122.11905,"Rhithron Associates, Inc.",09COV1165_24,,8,Center of Riffle,8,ft2,Fine,,,4,30,68510,Enchytraeidae,68510,Enchytraeidae,1,,not specified,FALSE,FALSE,FALSE,FALSE,FALSE
19150,13666,218,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Covington Creek Subbasin,Covington Creek,King County - DNRP,Ambient Monitoring,09COV1418,8/21/2024,4/14/2025,47.30933,-122.077692,"Rhithron Associates, Inc.",09COV1418_24,,8,Center of Riffle,8,ft2,Fine,,,3,30,733326,Oribatida,733326,Oribatida,1,,adult,TRUE,FALSE,FALSE,FALSE,FALSE
19190,13695,220,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Covington Creek Subbasin,Covington Creek,King County - DNRP,Ambient Monitoring,09COV1756,9/26/2024,5/13/2025,47.32877,-122.022072,"Rhithron Associates, Inc.",09COV1756_24,,8,Center of Riffle,8,ft2,Fine,,,2,30,204785,Fridericia,204785,Fridericia,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
18989,13504,222,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Covington Creek Subbasin,Rock Creek tributary (Covington),King County - DNRP,Ambient Monitoring,09COV1862,7/30/2024,4/14/2025,47.317211,-122.00522,"Rhithron Associates, Inc.",09COV1862_24,,8,Center of Riffle,8,ft2,Fine,,,4,30,68510,Enchytraeidae,68510,Enchytraeidae,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
18991,13506,223,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Covington Creek Subbasin,Rock Creek tributary (Covington),King County - DNRP,Ambient Monitoring,09COV1864,7/30/2024,2/5/2025,47.325762,-122.001348,"Rhithron Associates, Inc.",09COV1864_24,,8,Center of Riffle,8,ft2,Fine,,PASS,5,30,68510,Enchytraeidae,68510,Enchytraeidae,3,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19042,13555,224,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Deep Creek Subbasin,Deep Creek (Green River),King County - DNRP,Ambient Monitoring,09DEE2163,8/8/2024,12/4/2024,47.282302,-121.932687,"Rhithron Associates, Inc.",09DEE2163_24,,8,Center of Riffle,8,ft2,Fine,,,7,30,68946,Nais,68946,Nais,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19041,13554,226,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Deep Creek Subbasin,Deep Creek (Green River),King County - DNRP,Ambient Monitoring,09DEE2211,8/8/2024,12/4/2024,47.285142,-121.923905,"Rhithron Associates, Inc.",09DEE2211_24,,8,Center of Riffle,8,ft2,Fine,,,4,30,68946,Nais,68946,Nais,2,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19083,13599,230,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Duwamish River Subbasin,Duwamish River tributary (0001E),King County - DNRP,Ambient Monitoring,09DUW0091,8/26/2024,2/5/2025,47.510357,-122.322142,"Rhithron Associates, Inc.",09DUW0091_24,,8,Center of Riffle,8,ft2,Fine,,,5,30,68946,Nais,68946,Nais,3,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19058,13573,232,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Duwamish River Subbasin,Duwamish River tributary (0003),King County - DNRP,Ambient Monitoring,09DUW0225,8/19/2024,4/14/2025,47.502212,-122.300156,"Rhithron Associates, Inc.",09DUW0225_24,,8,Center of Riffle,8,ft2,Fine,,,8,30,69444,Erpobdella,69444,Erpobdella,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
16936,11548,233,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Duwamish River Subbasin,Riverton Creek (003D),King County - DNRP,Ambient Monitoring,09DUW0277,8/18/2021,10/20/2021,47.489932,-122.289451,"Rhithron Associates, Inc.",09DUW0277_21,,8,Center of Riffle,8,ft2,Fine,,,18,30,68510,Enchytraeidae,68510,Enchytraeidae,1,,not specified,FALSE,FALSE,FALSE,FALSE,FALSE
19060,13576,234,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Jenkins Creek Subbasin,Jenkins Creek,King County - DNRP,Ambient Monitoring,09JEN1318,8/19/2024,4/14/2025,47.362218,-122.099903,"Rhithron Associates, Inc.",09JEN1318_24,,8,Center of Riffle,8,ft2,Fine,,,3,30,68552,Cognettia,68552,Cognettia,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19061,13577,235,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Jenkins Creek Subbasin,Jenkins Creek,King County - DNRP,Ambient Monitoring,09JEN1357,8/19/2024,4/14/2025,47.3689,-122.098899,"Rhithron Associates, Inc.",09JEN1357_24,,8,Center of Riffle,8,ft2,Fine,,,2,30,68552,Cognettia,68552,Cognettia,2,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
18337,12822,240,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Lower Green River - E Subbasin,Green River - Lower tributary (S 277th St.),King County - DNRP,Ambient Monitoring,09LOW0753,8/15/2023,4/16/2024,47.353074,-122.20751,"Rhithron Associates, Inc.",09LOW0753_23,,8,Center of Riffle,8,ft2,Fine,,,30,30,69396,Helobdella,69396,Helobdella,5,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19191,13696,239,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Lower Green River - E Subbasin,Olson Creek,King County - DNRP,Ambient Monitoring,09LOW0751,9/26/2024,5/21/2025,47.343517,-122.204491,"Rhithron Associates, Inc.",09LOW0751_24,,8,Center of Riffle,8,ft2,Fine,,,6,30,68510,Enchytraeidae,68510,Enchytraeidae,1,,not specified,FALSE,FALSE,FALSE,FALSE,FALSE
17100,11733,237,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Lower Green River - W Subbasin,Lower Green River tributary (0036B),King County - DNRP,Ambient Monitoring,09LOW0325,10/4/2021,12/17/2021,47.464905,-122.281488,"Rhithron Associates, Inc.",09LOW0325_21,,8,Center of Riffle,8,ft2,Fine,,PASS,30,30,-200,Chamaedrilus,-200,Chamaedrilus,3,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
16358,11119,244,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Middle Green River Subbasin,Crisp Creek tributary,King County - DNRP,Ambient Monitoring,09MID1537,9/22/2020,4/30/2021,47.291898,-122.059923,"Rhithron Associates, Inc.",09MID1537_20,,8,Center of Riffle,8,ft2,Fine,,,6,30,68510,Enchytraeidae,68510,Enchytraeidae,5,,not specified,FALSE,FALSE,TRUE,FALSE,FALSE
19064,13580,246,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Middle Green River Subbasin,Cristy Creek,King County - DNRP,Ambient Monitoring,09MID1744,8/20/2024,2/5/2025,47.272614,-122.021072,"Rhithron Associates, Inc.",09MID1744_24,,8,Center of Riffle,8,ft2,Fine,,,7,30,68552,Cognettia,68552,Cognettia,26,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19063,13579,247,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Middle Green River Subbasin,Cristy Creek,King County - DNRP,Ambient Monitoring,09MID1817,8/20/2024,4/14/2025,47.26799,-122.009736,"Rhithron Associates, Inc.",09MID1817_24,,8,Center of Riffle,8,ft2,Fine,,,30,30,733326,Oribatida,733326,Oribatida,1,,adult,TRUE,FALSE,FALSE,FALSE,FALSE
19151,13667,249,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Middle Green River Subbasin,Green River - Middle tributary,King County - DNRP,Ambient Monitoring,09MID2426,8/21/2024,2/5/2025,47.315006,-121.867614,"Rhithron Associates, Inc.",09MID2426_24,,8,Center of Riffle,8,ft2,Fine,,,7,30,68552,Cognettia,68552,Cognettia,48,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19040,13553,248,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Middle Green River Subbasin,Icy Creek,King County - DNRP,Ambient Monitoring,09MID1958,8/8/2024,2/5/2025,47.278886,-121.978571,"Rhithron Associates, Inc.",09MID1958_24,,8,Center of Riffle,8,ft2,Fine,,,4,30,68552,Cognettia,68552,Cognettia,2,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19091,13607,242,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Middle Green River Subbasin,O'Grady Creek,King County - DNRP,Ambient Monitoring,09MID1374,8/27/2024,2/5/2025,47.275597,-122.088114,"Rhithron Associates, Inc.",09MID1374_24,,8,Center of Riffle,8,ft2,Fine,,,5,30,69168,Branchiobdellida,69168,Branchiobdellida,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
18988,13503,251,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Mill Creek Subbasin,Mill Creek (Auburn),King County - DNRP,Ambient Monitoring,09MIL0340,7/30/2024,4/14/2025,47.303209,-122.272324,"Rhithron Associates, Inc.",09MIL0340_24,,8,Center of Riffle,8,ft2,Fine,,PASS,5,30,68510,Enchytraeidae,68510,Enchytraeidae,5,,not specified,FALSE,FALSE,FALSE,FALSE,FALSE
18990,13505,252,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Mill Creek Subbasin,Mill Creek (Auburn),King County - DNRP,Ambient Monitoring,09MIL0390,7/30/2024,2/5/2025,47.303166,-122.260837,"Rhithron Associates, Inc.",09MIL0390_24,,8,Center of Riffle,8,ft2,Fine,,,4,30,68552,Cognettia,68552,Cognettia,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19102,13620,254,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Newaukum Creek Subbasin,Newaukum Creek,King County - DNRP,Ambient Monitoring,09NEW1657,9/3/2024,2/5/2025,47.250042,-122.037744,"Rhithron Associates, Inc.",09NEW1657_24,,8,Center of Riffle,8,ft2,Fine,,,5,30,68552,Cognettia,68552,Cognettia,4,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19149,13665,259,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Newaukum Creek Subbasin,Newaukum Creek,King County - DNRP,Ambient Monitoring,09NEW2102,8/21/2024,2/5/2025,47.231078,-121.94603,"Rhithron Associates, Inc.",09NEW2102_24,,8,Center of Riffle,8,ft2,Fine,,PASS,7,30,68552,Cognettia,68552,Cognettia,2,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
14723,9705,261,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Newaukum Creek Subbasin,Newaukum Creek,King County - DNRP,Ambient Monitoring,09NEW2151,8/23/2018,10/8/2018,47.224415,-121.931257,"Rhithron Associates, Inc.",09NEW2151_18,,8,Center of Riffle,8,ft2,Fine,,,10,30,68510,Enchytraeidae,68510,Enchytraeidae,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19104,13622,257,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Newaukum Creek Subbasin,Newaukum Creek - N Fork,King County - DNRP,Ambient Monitoring,09NEW2076,9/3/2024,2/5/2025,47.235936,-121.950976,"Rhithron Associates, Inc.",09NEW2076_24,,8,Center of Riffle,8,ft2,Fine,,,9,30,-138,Tubificinae,-138,Tubificinae,2,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19132,13648,260,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Newaukum Creek Subbasin,Newaukum Creek - N Fork,King County - DNRP,Ambient Monitoring,09NEW2128,9/12/2024,4/14/2025,47.234245,-121.93519,"Rhithron Associates, Inc.",09NEW2128_24,,8,Center of Riffle,8,ft2,Fine,,,2,30,68534,Cernosvitoviella,68534,Cernosvitoviella,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19086,13602,262,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Soos Creek Subbasin,Big Soos Creek,King County - DNRP,Ambient Monitoring,09SOO0943,8/27/2024,2/5/2025,47.30855,-122.16904,"Rhithron Associates, Inc.",09SOO0943_24,,8,Center of Riffle,8,ft2,Fine,,,8,30,68552,Cognettia,68552,Cognettia,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19193,13698,270,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Soos Creek Subbasin,Little Soos Creek,King County - DNRP,Ambient Monitoring,09SOO1209,9/19/2024,5/13/2025,47.358599,-122.125122,"Rhithron Associates, Inc.",09SOO1209_24,,8,Center of Riffle,8,ft2,Fine,,,12,30,68440,Lumbriculidae,68440,Lumbriculidae,29,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19062,13578,271,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Soos Creek Subbasin,Little Soos Creek,King County - DNRP,Ambient Monitoring,09SOO1283,8/19/2024,4/14/2025,47.372825,-122.113902,"Rhithron Associates, Inc.",09SOO1283_24,,8,Center of Riffle,8,ft2,Fine,,,11,30,68946,Nais,68946,Nais,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19066,13582,267,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Soos Creek Subbasin,Soos Creek,King County - DNRP,Ambient Monitoring,09SOO1130,8/20/2024,2/5/2025,47.31817,-122.135959,"Rhithron Associates, Inc.",09SOO1130_24,,8,Center of Riffle,8,ft2,Fine,,,5,30,68552,Cognettia,68552,Cognettia,2,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19087,13603,268,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Soos Creek Subbasin,Soos Creek,King County - DNRP,Ambient Monitoring,09SOO1134,8/27/2024,5/13/2025,47.336409,-122.135101,"Rhithron Associates, Inc.",09SOO1134_24,,8,Center of Riffle,8,ft2,Fine,,PASS,9,30,68552,Cognettia,68552,Cognettia,4,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
19192,13697,264,9,WRIA 9 - Duwamish-Green,Duwamish - Green River Basin,Soos Creek Subbasin,Soosette Creek,King County - DNRP,Ambient Monitoring,09SOO1022,9/4/2024,5/13/2025,47.331725,-122.155276,"Rhithron Associates, Inc.",09SOO1022_24,,8,Center of Riffle,8,ft2,Fine,,,7,30,204785,Fridericia,204785,Fridericia,1,,not specified,TRUE,FALSE,FALSE,FALSE,FALSE
