"","Study_ID","Location_ID","Study_Specific_Location_ID","Field_Collection_Type","Field_Collector","Field_Collection_Start_Date","Field_Collection_Start_Time","Field_Collection_End_Date","Field_Collection_End_Time","Field_Collection_Comment","Field_Collection_Area","Field_Collection_Area_Units","Field_Collection_Reference_Point","Field_Collection_Upper_Depth","Field_Collection_Lower_Depth","Field_Collection_Depth_Units","Well_Water_Level_Measuring_Point_or_TOC_ID","Sample_ID","Sample_Field_Replicate_ID","Sample_Replicate_Flag","Sample_Sub_ID","Sample_Composite_Flag","Storm_Event_Qualifier","Sample_Matrix","Sample_Source","Sample_Use","Sample_Collection_Method","Sample_Preparation_Method","Sample_Method_Other","Sample_Taxon_Name","Sample_Taxon_TSN","Sample_Tissue_Type","Sample_Percent_Sorted","Result_Parameter_Name","Result_Parameter_CAS_Number","Lab_Analysis_Date","Lab_Analysis_Date_Accuracy","Lab_Analysis_Time","Result_Value","Result_Value_Units","Result_Reporting_Limit","Result_Reporting_Limit_Type","Result_Detection_Limit","Result_Detection_Limit_Type","Result_Data_Qualifier","Fraction_Analyzed","Field_Filtered_Flag","Result_Basis","Digestion_Method","Water_Level_Accuracy","Result_Method","Result_Comment","Result_Additional_Comment","Result_Lab_Replicate_ID","Result_Lab_Name","Result_Validation_Level","Result_Taxon_Name","Result_Taxon_TSN","Result_Taxon_Unidentified_Species","Result_Taxon_Life_Stage","QC_Blank_Type","QC_Blank_Censor_Factor","Lab_Batch_ID","Lab_GC_Column_ID"
"32","Ambient Monitoring","07LMS033235","07LMS033235","Sample","GovLocal","7/10/2024",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"07LMS033235_24",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,16.67,"Number of Individual Organisms",NA,45657,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","Orthocladiinae Genus 5 (Coffman and Ferrington)","07LMS033235_24",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Pupa",NA,NA,NA,NA
"33","Ambient Monitoring","07LMS033235","07LMS033235","Sample","GovLocal","9/7/2023",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"07LMS033235_23",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,10,"Number of Individual Organisms",NA,45291,"U",NA,7,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","07LMS033235_23",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"34","Ambient Monitoring","07LMS033235","07LMS033235","Sample","GovLocal","9/7/2023",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"07LMS033235_23",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,10,"Number of Individual Organisms",NA,45291,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","07LMS033235_23",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"35","Ambient Monitoring","07LMS033235","07LMS033235","Sample","GovLocal","8/12/2020",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"07LMS033235_20",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,60,"Number of Individual Organisms",NA,44196,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","07LMS033235_20",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"36","Ambient Monitoring","07LMS033235","07LMS033235","Sample","GovLocal","8/12/2020",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"07LMS033235_20",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,60,"Number of Individual Organisms",NA,44196,"U",NA,4,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","Orthocladiinae Genus 5 (Coffman and Ferrington)","07LMS033235_20",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"37","Ambient Monitoring","07LMS103591","07LMS103591","Sample","GovLocal","7/10/2024",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"07LMS103591_24",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,40,"Number of Individual Organisms",NA,45657,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","07LMS103591_24",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"38","Ambient Monitoring","07LMS103591","07LMS103591","Sample","GovLocal","7/10/2024",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"07LMS103591_24",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,40,"Number of Individual Organisms",NA,45657,"U",NA,5,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","07LMS103591_24",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"39","Ambient Monitoring","07LMS213875","07LMS213875","Sample","GovLocal","9/4/2024",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"07LMS213875_24",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,26.67,"Number of Individual Organisms",NA,45657,"U",NA,37,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","07LMS213875_24",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"40","Ambient Monitoring","07LMS213875","07LMS213875","Sample","GovLocal","9/4/2024",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"07LMS213875_24",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,26.67,"Number of Individual Organisms",NA,45657,"U",NA,2,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","07LMS213875_24",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"41","Ambient Monitoring","07LMS213875","07LMS213875","Sample","GovLocal","9/13/2022",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"07LMS213875_22",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,46.67,"Number of Individual Organisms",NA,44926,"U",NA,26,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","07LMS213875_22",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"42","Ambient Monitoring","07LMS213875","07LMS213875","Sample","GovLocal","9/13/2022",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"07LMS213875_22",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,46.67,"Number of Individual Organisms",NA,44926,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","07LMS213875_22",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"43","Ambient Monitoring","07LMS213875","07LMS213875","Sample","GovLocal","8/12/2020",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"07LMS213875_20",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,40,"Number of Individual Organisms",NA,44196,"U",NA,14,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","07LMS213875_20",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"44","Ambient Monitoring","07LMS213875","07LMS213875","Sample","GovLocal","8/12/2020",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"07LMS213875_20",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,40,"Number of Individual Organisms",NA,44196,"U",NA,2,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","07LMS213875_20",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"45","Ambient Monitoring","07LMS213875","07LMS213875","Sample","GovLocal","8/6/2018",NA,NA,NA,"People playing u/s in water.",8,"ft2",NA,NA,NA,NA,NA,"07LMS213875_18",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,43.33,"Number of Individual Organisms",NA,43465,"U",NA,4,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","07LMS213875_18",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"46","Ambient Monitoring","07LMS213875","07LMS213875","Sample","GovLocal","8/6/2018",NA,NA,NA,"People playing u/s in water.",8,"ft2",NA,NA,NA,NA,NA,"07LMS213875_18",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,43.33,"Number of Individual Organisms",NA,43465,"U",NA,17,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","07LMS213875_18",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"47","Ambient Monitoring","07LMS213875","07LMS213875","Sample","GovLocal","8/6/2018",NA,NA,NA,"People playing u/s in water.",8,"ft2",NA,NA,NA,NA,NA,"07LMS213875_18",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,43.33,"Number of Individual Organisms",NA,43465,"U",NA,11,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","07LMS213875_18",NA,"Rhithron Associates Inc, Missoula MT",NA,"Baetis",100800,NA,"Larva",NA,NA,NA,NA
"48","Ambient Monitoring","07LMS213875","07LMS213875","Sample","GovLocal","8/6/2018",NA,NA,NA,"People playing u/s in water.",8,"ft2",NA,NA,NA,NA,NA,"07LMS213875_18",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,43.33,"Number of Individual Organisms",NA,43465,"U",NA,21,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","07LMS213875_18",NA,"Rhithron Associates Inc, Missoula MT",NA,"Baetis",100800,NA,"Larva",NA,NA,NA,NA
"49","Ambient Monitoring","07SFS041891","07SFS041891","Sample","GovLocal","9/3/2020",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"07SFS041891_20",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,10,"Number of Individual Organisms",NA,44196,"U",NA,10,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","07SFS041891_20",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"50","Ambient Monitoring","07SFS041891","07SFS041891","Sample","GovLocal","9/3/2020",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"07SFS041891_20",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,10,"Number of Individual Organisms",NA,44196,"U",NA,2,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","07SFS041891_20",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"51","Ambient Monitoring","07SFS041891","07SFS041891","Sample","GovLocal","8/27/2019",NA,NA,NA,"QC SITE. Sample 07SFS041891_19_R is a QC replicate of 07SFS041891_19.",8,"ft2",NA,NA,NA,NA,NA,"07SFS041891_19_R",NA,"Y",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,20,"Number of Individual Organisms",NA,43830,"U",NA,21,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","07SFS041891_19_R",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"52","Ambient Monitoring","07SFS041891","07SFS041891","Sample","GovLocal","8/27/2019",NA,NA,NA,"QC SITE. Sample 07SFS041891_19_R is a QC replicate of 07SFS041891_19.",8,"ft2",NA,NA,NA,NA,NA,"07SFS041891_19_R",NA,"Y",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,20,"Number of Individual Organisms",NA,43830,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","07SFS041891_19_R",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"53","Ambient Monitoring","07SFS066611","07SFS066611","Sample","GovLocal","8/1/2022",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"07SFS066611_22",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,83.33,"Number of Individual Organisms",NA,44926,"U",NA,3,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","07SFS066611_22",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"54","Ambient Monitoring","07SFS066611","07SFS066611","Sample","GovLocal","8/1/2022",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"07SFS066611_22",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,83.33,"Number of Individual Organisms",NA,44926,"U",NA,2,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","07SFS066611_22",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"55","Ambient Monitoring","08EAS2546","08EAS2546","Sample","GovLocal","8/19/2021",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08EAS2546_21",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,100,"Number of Individual Organisms",NA,44561,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","08EAS2546_21",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"56","Ambient Monitoring","08EAS2546","08EAS2546","Sample","GovLocal","8/19/2021",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08EAS2546_21",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,100,"Number of Individual Organisms",NA,44561,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","08EAS2546_21",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"57","Ambient Monitoring","08CED2898","08CED2898","Sample","GovLocal","7/20/2022",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08CED2898_22",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,83.33,"Number of Individual Organisms",NA,44926,"U",NA,2,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","08CED2898_22",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"58","Ambient Monitoring","08CED2898","08CED2898","Sample","GovLocal","7/20/2022",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08CED2898_22",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,83.33,"Number of Individual Organisms",NA,44926,"U",NA,10,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","Orthocladiinae Genus 5 (Coffman and Ferrington)","08CED2898_22",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"59","Ambient Monitoring","08CED2898","08CED2898","Sample","GovLocal","7/22/2021",NA,NA,NA,"Small creek confluence in middle of reach, did not notice until after sampling.",8,"ft2",NA,NA,NA,NA,NA,"08CED2898_21",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,73.33,"Number of Individual Organisms",NA,44561,"U",NA,3,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","08CED2898_21",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"60","Ambient Monitoring","08CED2898","08CED2898","Sample","GovLocal","7/22/2021",NA,NA,NA,"Small creek confluence in middle of reach, did not notice until after sampling.",8,"ft2",NA,NA,NA,NA,NA,"08CED2898_21",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,73.33,"Number of Individual Organisms",NA,44561,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","Orthocladiinae Genus 5 (Coffman and Ferrington)","08CED2898_21",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"61","Ambient Monitoring","08CED2898","08CED2898","Sample","GovLocal","8/5/2020",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08CED2898_20",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,43.33,"Number of Individual Organisms",NA,44196,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","08CED2898_20",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"62","Ambient Monitoring","08CED2898","08CED2898","Sample","GovLocal","8/5/2020",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08CED2898_20",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,43.33,"Number of Individual Organisms",NA,44196,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","Orthocladiinae Genus 5 (Coffman and Ferrington)","08CED2898_20",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"63","Ambient Monitoring","08CED2898","08CED2898","Sample","GovLocal","8/1/2019",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08CED2898_19",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,43.33,"Number of Individual Organisms",NA,43830,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","08CED2898_19",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"64","Ambient Monitoring","08CED2898","08CED2898","Sample","GovLocal","8/1/2019",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08CED2898_19",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,43.33,"Number of Individual Organisms",NA,43830,"U",NA,1,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","Orthocladiinae Genus 5 (Coffman and Ferrington)","08CED2898_19",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"65","Ambient Monitoring","08CED2898","08CED2898","Sample","GovLocal","8/10/2017",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08CED2898_17",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,100,"Number of Individual Organisms",NA,43100,"U",NA,2,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","","08CED2898_17",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
"66","Ambient Monitoring","08CED2898","08CED2898","Sample","GovLocal","8/10/2017",NA,NA,NA,"",8,"ft2",NA,NA,NA,NA,NA,"08CED2898_17",NA,"N",NA,"Y",NA,"Solid/Sediment","Freshwater Taxonomy",NA,"SURBER",NA,NA,NA,NA,NA,100,"Number of Individual Organisms",NA,43100,"U",NA,10,"Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID-COUNT-LEVEL2","Orthocladiinae Genus 5 (Coffman and Ferrington)","08CED2898_17",NA,"Rhithron Associates Inc, Missoula MT",NA,"Orthocladiinae",128457,NA,"Larva",NA,NA,NA,NA
